caseid,yyyymm,yyyyq,yyyy,id,idprev,datepr,ics,icc,ice,pago,pagor1,pagor2,pexp,inexq1,inexq2,inex,rinc,bago,bexp,bus12,bus5,news1,news2,unemp,govt,ratex,px1q1,px1q2,px1,px5q1,px5q2,px5,dur,durrn1,durrn2,hom,homrn1,homrn2,shom,shomrn1,shomrn2,car,carrn1,carrn2,income,incqfm,ytl10,ytl90,ytl50,ytl5,ytl4,ytl3,homeown,homeval,homeamt,homeqfm,invest,invamt,invqfm,age,birthm,birthy,region,sex,marry,numkid,numadt,race,educ,eclgrd,ehsgrd,egrade,vehown,vehnum,gaspx1,gaspx2,gas5,gas1px1,gas1px2,gas1,wt,FFR,INFLATION,UNRATE,CPI,SHILLER,MORTG,PAGO,PEXP,INEXQ1,INEX,RINC,BAGO,BEXP,BUS12,BUS5,UNEMP,GOVT,RATEX,PX1,PX5,DUR,HOM,SHOM,CAR,INCOME,HOMEOWN,HOMEVAL,AGE,BIRTHY,WEST,NORTHEAST,SOUTH,SEX,MARRY,NUMKID,NUMADT,FAMSIZE,AFRICAN,HISPANIC,NATIVE,ASIAN,ECLGRD,VEHOWN,VEHNUM,GASPX1,GAS5,GAS1PX1,GAS1,ZLB,CPIDURABLES,mm,BUS12AG,PX1DISP,VXO,INFLVOLA,first,second,single,CARLOAN,HOMPX1Q1,HOMPX1Q2,HOMPX1,HOMPX5Q1,HOMPX5Q2,HOMPX5,pjob,pssa,pinc,pcry,PINC2,pstk,PINC,PJOB,INFLQRTL,PX1LAG,DPX1,DURLAG,DDUR,PX1BAR,PX1MEAN,PX1STD,GOOD,DURRN1,CARRN1,HOMRN1,INFLFORW,SPF,OUTSIDE,GOOD2,fitted,resids
240027,201301,20131,2013,116,,,120.42,115.53,123.55,3,27,0,3,3,,0,5,1,1,2,1,0,0,5,8,3,2,98,96,1,1,1,1,11,33,1,12,0,5,52,86,3,30,70,75000,1,5,5,5,4,3,2,1,1,229000,1,1,140000,1,72,9,1940,2,1,1,0,2,1,5,1,1,16,,,1,140,140,1,50,50,.75,.14,1.58,7.9000001,231.2,-19.93,3.4100001,0,0,0,0,-1,1,1,1,1,-1,,0,,1,1,1,-1,0,5.7819605,1,1,72,1940,0,0,0,0,1,0,2,2,0,0,0,0,1,,,1,140,1,50,1,-4.0700002,1,-17.57,3.8800001,13.3,.12,0,0,1,,1,998,996,1,998,996,10,50,30,1,50,60,30,10,4,,,,,,4.3400002,3.8800001,0,11,30,12,,2.0999999,0,0,4.4293232,
240331,201301,20131,2013,1120,123,201207,90.809998,115.53,74.93,3,12,0,3,5,3,-3,3,5,5,8,99,0,0,1,3,3,2,4,4,1,4,4,1,11,0,5,61,0,1,16,0,1,11,33,,2,,,,,,,1,3,75000,2,5,,,53,6,1959,2,1,3,0,3,1,3,5,1,12,,,1,50,50,1,18,18,0,.14,1.58,7.9000001,231.2,-19.93,3.4100001,0,0,-1,-3,0,-1,-1,,,1,0,0,4,4,1,-1,1,1,,1,0,53,1959,0,0,0,0,0,0,3,3,0,0,0,0,0,,,1,50,1,18,1,-4.0700002,1,-17.57,3.8800001,13.3,.12,0,1,0,,3,,0,8,,998,0,999,999,3,0,998,,0,3,17,-13,1,0,-6.5,4.3400002,3.8800001,0,11,11,61,,2.0999999,1,0,4.2798696,-.27986938
240155,201301,20131,2013,379,,,46.41,77.690002,26.309999,5,54,52,3,8,,98,5,5,3,5,4,0,0,3,5,5,1,1,1,1,2,2,1,12,0,1,12,0,5,61,52,5,51,61,,2,,,,,,,2,,,,5,,,54,9,1958,3,1,1,0,3,1,3,5,1,10,,,3,,0,1,6,6,1.5,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,0,,,-1,-1,0,-1,-1,0,-1,-1,1,2,1,1,-1,-1,,0,,54,1958,0,1,0,0,1,0,3,3,0,0,0,0,0,,,0,0,1,6,1,-3.04,1,-17.57,3.8800001,13.3,.12,0,0,1,,,,,,,,0,0,0,3,50,1,0,0,1,,,,,,4.3400002,3.8800001,0,12,51,12,,2.0999999,1,0,4.2877355,-3.2877355
240241,201301,20131,2013,1030,286,201207,120.42,115.53,123.55,3,27,0,3,3,,0,3,1,1,1,2,36,21,5,1,3,3,,0,8,,98,1,12,16,1,16,31,1,16,21,1,20,16,60000,1,5,5,5,3,3,2,1,3,100000,1,1,,1,78,8,1934,4,1,1,0,2,1,4,5,1,14,,,5,50,-50,5,15,-15,.5,.14,1.58,7.9000001,231.2,-19.93,3.4100001,0,0,0,0,0,1,1,1,1,-1,1,0,0,,1,1,1,1,5.5588169,1,0,78,1934,0,0,1,0,1,0,2,2,0,0,0,0,0,,,-1,-50,-1,-15,1,-6.0300002,1,-17.57,3.8800001,13.3,.12,0,1,0,,1,7,7,3,,0,0,100,0,3,0,50,0,0,1,0,0,1,0,0,4.3400002,3.8800001,1,12,20,16,,2.0999999,1,0,4.4765191,-4.4765191
240332,201301,20131,2013,1121,194,201207,150.02,153.38,147.86,1,12,0,1,1,3,3,3,1,1,1,1,21,45,5,1,3,1,1,1,1,2,2,1,13,0,1,12,0,5,52,53,1,11,0,450000,1,5,1,5,5,4,3,1,1,400000,1,1,1000000,1,64,3,1948,2,1,1,0,2,1,6,1,1,17,,,5,50,-50,3,,0,.5,.14,1.58,7.9000001,231.2,-19.93,3.4100001,1,1,1,3,0,1,1,1,1,-1,1,0,1,2,1,1,-1,1,7.5737195,1,1,64,1948,0,0,0,0,1,0,2,2,0,0,0,0,1,,,-1,-50,0,0,1,-4.0700002,1,-17.57,3.8800001,13.3,.12,0,1,0,,3,,0,1,3,3,20,80,80,3,80,80,80,20,1,1,0,-1,1,0,4.3400002,3.8800001,1,13,11,12,,2.0999999,1,0,4.3663955,-3.3663952
240217,201301,20131,2013,1006,134,201207,105.61,39.84,147.86,3,0,0,1,1,20,20,1,1,1,1,2,23,0,5,3,3,2,3,3,1,3,3,5,62,0,1,12,13,5,52,53,1,13,0,225000,1,5,1,5,5,4,3,1,3,575000,1,1,100000,1,44,4,1968,3,1,1,1,2,1,6,1,1,17,,,3,,0,3,,0,1.25,.14,1.58,7.9000001,231.2,-19.93,3.4100001,0,1,1,20,1,1,1,1,1,-1,0,0,3,3,-1,1,-1,1,6.8805728,1,0,44,1968,0,1,0,0,1,1,2,3,0,0,0,0,1,,,0,0,0,0,1,-3.04,1,-17.57,3.8800001,13.3,.12,0,1,0,,1,10,10,1,6,6,50,20,80,5,50,90,80,50,2,3,0,1,-1,0,4.3400002,3.8800001,1,62,13,12,,2.0999999,1,0,4.2090755,-1.2090755
240076,201301,20131,2013,165,,,120.42,153.38,99.239998,1,10,0,3,1,2,2,3,1,1,1,3,0,0,5,3,1,1,1,1,1,1,1,1,11,13,1,16,13,5,53,86,1,12,0,85000,1,5,5,5,4,3,3,2,,,,1,,1,38,4,1974,2,1,1,3,2,1,6,1,1,17,,,1,23,23,3,,0,1,.14,1.58,7.9000001,231.2,-19.93,3.4100001,1,0,1,2,0,1,1,1,0,-1,0,1,1,1,1,1,-1,1,5.9071236,0,,38,1974,0,0,0,0,1,3,2,5,0,0,0,0,1,,,1,23,0,0,1,-4.0700002,1,-17.57,3.8800001,13.3,.12,0,0,1,,,,,,,,20,30,80,5,80,80,80,20,1,,,,,,4.3400002,3.8800001,0,11,12,16,,2.0999999,1,0,4.1618795,-3.1618795
240166,201301,20131,2013,390,,,105.61,153.38,74.93,1,10,0,3,1,5,5,5,1,1,1,5,0,0,3,3,5,1,10,10,1,7,7,1,11,0,1,16,18,5,52,0,1,20,0,75000,1,5,5,5,4,3,2,2,,,,1,40000,1,44,8,1968,1,1,1,3,3,1,4,5,1,13,,,1,45,45,1,13,13,1.5,.14,1.58,7.9000001,231.2,-19.93,3.4100001,1,0,1,5,-1,1,1,1,-1,0,0,-1,10,7,1,1,-1,1,5.7819605,0,,44,1968,1,0,0,0,1,3,3,6,0,0,0,0,0,,,1,45,1,13,1,-3.96,1,-17.57,3.8800001,13.3,.12,0,0,1,,,,,,,,0,0,20,3,100,50,20,0,4,,,,,,4.3400002,3.8800001,0,11,20,16,,2.0999999,1,0,4.2090755,5.7909245
240361,201301,20131,2013,1150,252,201207,150.02,153.38,147.86,1,11,27,1,1,5,5,1,1,1,1,1,23,45,5,3,1,1,1,1,1,1,1,1,33,0,1,12,16,5,52,57,1,30,12,200000,1,5,1,5,5,4,3,1,3,440000,1,1,600000,1,42,9,1970,4,1,1,1,2,1,6,1,1,17,,,1,200,200,1,30,30,1.25,.14,1.58,7.9000001,231.2,-19.93,3.4100001,1,1,1,5,1,1,1,1,1,-1,0,1,1,1,1,1,-1,1,6.7627897,1,0,42,1970,0,0,1,0,1,1,2,3,0,0,0,0,1,,,1,200,1,30,1,-6.0300002,1,-17.57,3.8800001,13.3,.12,0,1,0,,1,2,2,1,2,2,20,20,60,3,70,50,60,20,1,1,0,1,0,0,4.3400002,3.8800001,1,33,30,12,,2.0999999,1,0,4.1933436,-3.1933434
240114,201301,20131,2013,338,,,90.809998,2,147.86,5,52,50,1,1,3,3,3,1,1,1,1,0,0,5,3,1,1,5,5,1,5,5,5,61,0,1,16,46,5,52,0,1,30,36,40000,1,5,5,1,2,2,2,2,,,,5,,,19,8,1993,3,1,5,2,3,3,3,5,1,12,,,1,50,50,3,,0,0,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,1,1,3,0,1,1,1,1,-1,0,1,5,5,-1,1,-1,1,5.1533518,0,,19,1993,0,1,0,0,0,2,3,5,0,1,0,0,0,,,1,50,0,0,1,-3.04,1,-17.57,3.8800001,13.3,.12,0,0,1,,,,,,,,10,1,50,5,50,60,50,10,3,,,,,,4.3400002,3.8800001,0,61,30,16,,2.0999999,1,0,4.0124254,.9875744
239940,201301,20131,2013,29,,,16.799999,2,26.309999,5,52,67,3,5,3,-3,3,5,5,5,5,63,68,1,3,1,1,3,3,1,4,4,5,62,0,5,59,61,5,61,89,5,62,89,25000,1,5,5,1,1,1,1,2,,,,1,200000,1,59,8,1953,3,1,5,0,1,1,4,1,1,14,,,1,10,10,1,10,10,.75,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,0,-1,-3,0,-1,-1,-1,-1,1,0,1,3,4,-1,-1,-1,-1,4.6833482,0,,59,1953,0,1,0,0,0,0,1,1,0,0,0,0,1,,,1,10,1,10,1,-3.04,1,-17.57,3.8800001,13.3,.12,0,0,1,,,,,,,,50,20,20,5,10,5,20,50,2,,,,,,4.3400002,3.8800001,0,62,62,59,,2.0999999,1,0,4.3270655,-1.3270653
240310,201301,20131,2013,1099,215,201207,61.209999,77.690002,50.619999,5,51,54,1,1,10,10,1,5,5,5,5,59,56,3,5,3,1,5,5,1,5,5,1,12,0,1,16,12,5,52,86,8,,,50000,1,5,5,1,3,2,2,2,,,,1,70000,1,41,3,1971,1,1,1,2,2,1,5,1,1,16,,,1,150,150,1,25,25,1.25,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,1,1,10,1,-1,-1,-1,-1,0,-1,0,5,5,1,1,-1,,5.3764954,0,,41,1971,1,0,0,0,1,2,2,4,0,0,0,0,1,,,1,150,1,25,1,-3.96,1,-17.57,3.8800001,13.3,.12,0,1,0,,,,,,,,0,0,70,5,90,45,70,0,3,10,-5,1,0,-2.5,4.3400002,3.8800001,0,12,,16,,2.0999999,1,0,4.1854773,.81452256
240013,201301,20131,2013,102,,,76.010002,77.690002,74.93,5,54,51,8,3,,0,3,3,1,5,1,63,31,3,3,3,1,9,9,1,5,5,1,12,0,1,16,21,1,16,0,1,21,0,60000,1,5,5,5,3,3,2,1,1,425000,1,1,400000,1,75,10,1937,4,1,1,0,2,1,3,5,1,12,,,5,35,-35,5,30,-30,.75,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,,0,0,0,0,1,-1,1,0,0,0,9,5,1,1,1,1,5.5588169,1,1,75,1937,0,0,1,0,1,0,2,2,0,0,0,0,0,,,-1,-35,-1,-30,1,-6.0300002,1,-17.57,3.8800001,13.3,.12,0,0,1,,3,,0,1,7,7,0,25,20,3,20,50,20,0,4,,,,,,4.3400002,3.8800001,0,12,21,16,,2.0999999,1,0,4.4529214,4.5470786
240174,201301,20131,2013,398,,,150.02,153.38,147.86,1,12,0,1,1,20,20,1,1,1,1,2,23,45,3,1,1,3,,0,1,4,4,1,42,0,1,16,12,5,52,0,1,12,16,55000,1,5,5,1,3,2,2,1,3,300000,1,1,40000,1,49,7,1963,2,1,1,2,2,1,5,1,1,16,,,1,45,45,3,,0,1.25,.14,1.58,7.9000001,231.2,-19.93,3.4100001,1,1,1,20,1,1,1,1,1,0,1,1,0,4,1,1,-1,1,5.4718056,1,0,49,1963,0,0,0,0,1,2,2,4,0,0,0,0,1,,,1,45,0,0,1,-4.0700002,1,-17.57,3.8800001,13.3,.12,0,0,1,,1,5,5,1,5,5,25,40,80,5,80,80,80,25,1,,,,,,4.3400002,3.8800001,0,42,12,16,,2.0999999,1,0,4.2484055,-4.2484055
239974,201301,20131,2013,63,,,120.42,115.53,123.55,3,63,0,3,3,,0,3,3,3,1,1,0,0,5,3,3,1,2,2,1,1,1,1,11,0,1,12,16,5,52,0,1,11,16,150000,1,5,5,5,5,4,3,1,1,250000,1,1,250000,1,59,9,1953,1,1,1,0,2,1,3,5,1,12,,,1,50,50,3,,0,.75,.14,1.58,7.9000001,231.2,-19.93,3.4100001,0,0,0,0,0,0,0,1,1,-1,0,0,2,1,1,1,-1,1,6.4751077,1,1,59,1953,1,0,0,0,1,0,2,2,0,0,0,0,0,,,1,50,0,0,1,-3.96,1,-17.57,3.8800001,13.3,.12,0,0,1,,1,5,5,1,3,3,20,75,50,3,20,80,50,20,1,,,,,,4.3400002,3.8800001,0,11,11,12,,2.0999999,1,0,4.3270655,-2.3270652
239957,201301,20131,2013,46,,,31.6,77.690002,2,5,61,53,5,5,5,-5,5,5,5,5,4,85,0,1,5,1,1,5,5,2,5,5,1,42,0,5,61,0,5,61,71,5,51,0,20000,1,5,5,1,1,1,1,1,3,,1,1,,1,85,6,1927,2,1,4,0,1,1,1,5,5,8,,,3,,0,3,,0,1,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,-1,-1,-5,-1,-1,-1,-1,-1,1,-1,1,5,5,1,-1,-1,-1,4.4602046,1,0,85,1927,0,0,0,0,0,0,1,1,0,0,0,0,0,,,0,0,0,0,1,-4.0700002,1,-17.57,3.8800001,13.3,.12,0,0,1,,3,,0,1,2,2,0,10,20,3,1,1,20,0,3,,,,,,4.3400002,3.8800001,0,42,51,61,,2.0999999,1,0,4.5315809,.46841884
240108,201301,20131,2013,332,,,105.61,153.38,74.93,1,11,0,1,1,17,17,1,1,5,3,5,58,38,3,5,3,2,10,10,1,3,3,1,16,0,1,12,16,5,52,0,1,33,12,200000,1,5,1,5,5,4,3,1,1,350000,1,1,150000,2,65,9,1947,3,1,1,1,2,1,5,1,1,16,,,1,200,200,1,75,75,1.5,.14,1.58,7.9000001,231.2,-19.93,3.4100001,1,1,1,17,1,1,-1,0,-1,0,-1,0,10,3,1,1,-1,1,6.7627897,1,1,65,1947,0,1,0,0,1,1,2,3,0,0,0,0,1,,,1,200,1,75,1,-3.04,1,-17.57,3.8800001,13.3,.12,0,0,1,,1,3,3,1,3,3,10,0,80,5,80,60,80,10,4,,,,,,4.3400002,3.8800001,0,16,33,12,,2.0999999,1,0,4.3742614,5.6257386
240327,201301,20131,2013,1116,84,201207,135.22,115.53,147.86,3,54,14,1,5,15,-15,5,1,1,1,1,58,16,5,1,3,1,5,5,1,3,3,1,13,0,1,12,0,5,52,86,1,21,0,80000,1,5,5,5,4,3,2,1,5,330000,1,1,,1,63,10,1949,2,1,1,3,4,1,5,1,1,16,,,1,150,150,1,40,40,.5,.14,1.58,7.9000001,231.2,-19.93,3.4100001,0,1,-1,-15,-1,1,1,1,1,-1,1,0,5,3,1,1,-1,1,5.846499,1,-1,63,1949,0,0,0,0,1,3,4,7,0,0,0,0,1,,,1,150,1,40,1,-4.0700002,1,-17.57,3.8800001,13.3,.12,0,1,0,,3,,0,1,7,7,80,30,0,5,10,50,0,80,3,0,5,1,0,2.5,4.3400002,3.8800001,1,13,21,12,,2.0999999,1,0,4.3585291,.64147073
239979,201301,20131,2013,68,,,135.22,153.38,123.55,1,10,12,3,1,1,1,5,1,1,1,2,58,18,3,3,3,2,1,1,1,1,1,1,12,0,1,16,12,5,52,53,1,21,0,225000,1,5,1,5,5,4,3,1,5,,1,1,,1,38,5,1974,3,1,1,2,2,5,6,1,1,17,,,1,100,100,3,,0,.75,.14,1.58,7.9000001,231.2,-19.93,3.4100001,1,0,1,1,-1,1,1,1,1,0,0,0,1,1,1,1,-1,1,6.8805728,1,-1,38,1974,0,1,0,0,1,2,2,4,0,0,0,1,1,,,1,100,0,0,1,-3.04,1,-17.57,3.8800001,13.3,.12,0,0,1,,5,1,-1,3,,0,50,50,23,3,75,50,23,50,1,,,,,,4.3400002,3.8800001,0,12,21,16,,2.0999999,1,0,4.1618795,-3.1618795
240223,201301,20131,2013,1012,5,201207,46.41,77.690002,26.309999,5,50,52,3,3,,0,5,5,3,5,5,50,0,1,5,1,1,6,6,1,2,2,1,12,33,1,16,31,5,52,86,1,30,12,80000,1,5,5,5,4,3,2,1,1,125000,1,1,150000,1,75,5,1937,4,1,1,0,2,1,3,5,1,12,,,5,30,-30,3,,0,.5,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,0,0,0,-1,-1,0,-1,-1,1,-1,1,6,2,1,1,-1,1,5.846499,1,1,75,1937,0,0,1,0,1,0,2,2,0,0,0,0,0,,,-1,-30,0,0,1,-6.0300002,1,-17.57,3.8800001,13.3,.12,0,1,0,,3,,0,1,4,4,0,0,70,3,0,90,70,0,4,5,1,1,0,.5,4.3400002,3.8800001,1,12,30,16,,2.0999999,1,0,4.4529214,1.5470787
240262,201301,20131,2013,1051,69,201207,90.809998,153.38,50.619999,1,10,16,3,3,,0,1,5,3,9,5,72,85,3,3,3,1,1,1,1,1,1,1,11,33,8,,,1,21,0,1,12,33,140000,1,5,5,5,5,4,3,1,1,200000,1,1,20000,1,36,11,1976,4,1,1,3,2,1,5,1,1,16,,,3,,0,1,30,30,1.25,.14,1.58,7.9000001,231.2,-19.93,3.4100001,1,0,0,0,1,-1,0,,-1,0,0,0,1,1,1,,1,1,6.4061146,1,1,36,1976,0,0,1,0,1,3,2,5,0,0,0,0,1,,,0,0,1,30,1,-6.0300002,1,-17.57,3.8800001,13.3,.12,0,1,0,,3,,0,1,2,2,10,50,60,5,50,50,60,10,1,5,-4,1,0,-2,4.3400002,3.8800001,1,11,12,,,2.0999999,1,0,4.1461473,-3.1461475
240205,201301,20131,2013,429,,,90.809998,153.38,50.619999,1,12,0,1,1,10,10,1,1,3,5,4,23,0,3,1,1,1,15,15,5,5,-5,1,11,33,5,61,53,5,51,59,5,56,51,25000,1,5,5,1,1,1,1,2,,,,5,,,27,5,1985,2,1,5,0,3,2,4,5,1,14,,,3,,0,1,10,10,1.5,.14,1.58,7.9000001,231.2,-19.93,3.4100001,1,1,1,10,1,1,0,-1,-1,0,1,1,15,-5,1,-1,-1,-1,4.6833482,0,,27,1985,0,0,0,0,0,0,3,3,1,0,0,0,0,,,0,0,1,10,1,-4.0700002,1,-17.57,3.8800001,13.3,.12,0,0,1,,,,,,,,50,30,80,3,80,60,80,50,4,,,,,,4.3400002,3.8800001,0,11,56,61,,2.0999999,1,0,4.0753536,10.924646
240033,201301,20131,2013,122,,,31.6,77.690002,2,5,54,53,5,5,5,-5,5,5,5,5,5,59,0,1,5,3,1,10,10,1,5,5,1,13,19,1,12,16,1,13,0,1,13,19,125000,1,5,5,5,5,4,3,1,1,1200000,1,1,1200000,1,69,8,1943,4,1,3,0,1,1,5,1,1,16,,,1,300,300,1,100,100,1,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,-1,-1,-5,-1,-1,-1,-1,-1,1,-1,0,10,5,1,1,1,1,6.2927861,1,1,69,1943,0,0,1,0,0,0,1,1,0,0,0,0,1,,,1,300,1,100,1,-6.0300002,1,-17.57,3.8800001,13.3,.12,0,0,1,,1,8,8,1,6,6,0,40,0,5,0,50,0,0,4,,,,,,4.3400002,3.8800001,0,13,13,12,,2.0999999,1,0,4.4057255,5.5942745
240379,201301,20131,2013,1168,94,201207,31.6,39.84,26.309999,3,0,0,3,1,2,2,5,5,5,5,5,59,85,1,5,3,1,3,3,1,3,3,5,61,0,5,62,0,5,61,0,5,61,0,90000,1,5,5,5,4,3,3,1,5,250000,1,1,100000,1,53,1,1960,4,1,1,0,2,1,3,5,1,12,,,3,,0,3,,0,.5,.14,1.58,7.9000001,231.2,-19.93,3.4100001,0,0,1,2,-1,-1,-1,-1,-1,1,-1,0,3,3,-1,-1,-1,-1,5.964282,1,-1,53,1960,0,0,1,0,1,0,2,2,0,0,0,0,0,,,0,0,0,0,1,-6.0300002,1,-17.57,3.8800001,13.3,.12,0,1,0,,3,,0,3,,0,50,80,5,5,20,75,5,50,2,5,-2,,,-1,4.3400002,3.8800001,1,61,61,62,,2.0999999,1,0,4.2798696,-1.2798693
240321,201301,20131,2013,1110,60,201207,120.42,115.53,123.55,3,0,0,3,3,,0,5,1,3,1,1,0,0,3,3,1,1,1,1,1,1,1,1,42,0,1,12,16,5,52,0,1,16,0,90000,1,5,5,5,4,3,3,1,3,90000,1,1,150000,1,53,10,1959,1,1,1,0,2,1,3,5,1,12,,,3,,0,1,60,60,.5,.14,1.58,7.9000001,231.2,-19.93,3.4100001,0,0,0,0,-1,1,0,1,1,0,0,1,1,1,1,1,-1,1,5.964282,1,0,53,1959,1,0,0,0,1,0,2,2,0,0,0,0,0,,,0,0,1,60,1,-3.96,1,-17.57,3.8800001,13.3,.12,0,1,0,,1,1,1,1,1,1,0,50,0,5,60,50,0,0,1,2,-1,1,0,-.5,4.3400002,3.8800001,1,42,16,12,,2.0999999,1,0,4.2798696,-3.2798693
240197,201301,20131,2013,421,,,135.22,115.53,147.86,3,38,27,1,1,35,35,3,5,1,1,1,45,0,1,1,3,1,12,12,1,8,8,1,21,11,1,21,0,1,21,0,1,42,0,13500,1,1,5,1,1,1,1,2,,,,5,,,20,11,1992,4,1,5,0,1,2,3,5,1,12,,,1,200,200,1,10,10,1.5,.14,1.58,7.9000001,231.2,-19.93,3.4100001,0,1,1,35,0,-1,1,1,1,1,1,0,12,8,1,1,1,1,4.067162,0,,20,1992,0,0,1,0,0,0,1,1,1,0,0,0,0,,,1,200,1,10,1,-6.0300002,1,-17.57,3.8800001,13.3,.12,0,0,1,,,,,,,,10,50,80,3,50,50,80,10,4,,,,,,4.3400002,3.8800001,0,21,42,21,,2.0999999,1,0,4.0202918,7.9797082
240276,201301,20131,2013,1065,104,201207,46.41,77.690002,26.309999,5,53,54,3,5,1,-1,5,1,3,5,5,0,0,3,5,3,1,2,2,1,2,2,1,11,0,5,51,0,5,61,0,5,51,0,51000,1,5,5,1,3,2,2,2,,,,5,,,75,8,1937,1,1,1,0,2,1,2,5,5,9,,,1,50,50,1,11,11,.5,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,0,-1,-1,-1,1,0,-1,-1,0,-1,0,2,2,1,-1,-1,-1,5.3962979,0,,75,1937,1,0,0,0,1,0,2,2,0,0,0,0,0,,,1,50,1,11,1,-3.96,1,-17.57,3.8800001,13.3,.12,0,1,0,,,,,,,,0,20,20,5,5,10,20,0,1,0,2,1,0,1,4.3400002,3.8800001,1,11,51,51,,2.0999999,1,0,4.4529214,-2.4529212
240186,201301,20131,2013,410,,,61.209999,77.690002,50.619999,1,19,0,1,5,15,-15,3,3,5,5,4,59,56,3,5,3,1,4,4,1,4,4,5,61,0,1,11,16,3,42,0,1,11,16,175000,1,5,1,5,5,4,3,1,3,300000,1,1,125000,1,59,6,1953,2,1,1,0,2,1,5,1,1,16,,,1,125,125,1,35,35,1.25,.14,1.58,7.9000001,231.2,-19.93,3.4100001,1,1,-1,-15,0,0,-1,-1,-1,0,-1,0,4,4,-1,1,0,1,6.6292582,1,0,59,1953,0,0,0,0,1,0,2,2,0,0,0,0,1,,,1,125,1,35,1,-4.0700002,1,-17.57,3.8800001,13.3,.12,0,0,1,,1,1,1,1,1,1,50,67,20,1,10,65,20,50,3,,,,,,4.3400002,3.8800001,0,61,11,11,,2.0999999,1,0,4.3270655,-.32706532
240147,201301,20131,2013,371,,,120.42,153.38,99.239998,1,23,0,1,3,,0,5,1,1,5,1,78,45,3,5,1,1,5,5,1,3,3,1,12,0,1,16,18,1,21,0,1,30,32,85000,1,5,5,5,4,3,3,1,3,1200000,1,1,400000,1,71,7,1941,1,1,4,1,2,1,5,1,1,16,,,1,100,100,1,25,25,1.25,.14,1.58,7.9000001,231.2,-19.93,3.4100001,1,1,0,0,-1,1,1,-1,1,0,-1,1,5,3,1,1,1,1,5.9071236,1,0,71,1941,1,0,0,0,0,1,2,3,0,0,0,0,1,,,1,100,1,25,1,-3.96,1,-17.57,3.8800001,13.3,.12,0,0,1,,1,5,5,1,10,10,0,20,10,3,20,100,10,0,3,,,,,,4.3400002,3.8800001,0,12,30,16,,2.0999999,1,0,4.4214573,.57854277
240356,201301,20131,2013,1145,245,201207,16.799999,2,26.309999,5,54,53,3,3,,0,5,1,3,5,4,0,0,3,5,1,1,2,2,1,3,3,5,51,0,1,12,0,5,52,0,1,12,0,24000,1,5,5,1,1,1,1,2,,,,5,,,22,3,1990,4,1,1,1,4,1,4,1,1,13,,,1,100,100,3,,0,1.5,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,0,0,0,-1,1,0,-1,-1,0,-1,1,2,3,-1,1,-1,1,4.6425261,0,,22,1990,0,0,1,0,1,1,4,5,0,0,0,0,1,,,1,100,0,0,1,-6.0300002,1,-17.57,3.8800001,13.3,.12,0,1,0,,,,,,,,80,50,20,5,20,999,20,80,1,10,-8,-1,0,-4,4.3400002,3.8800001,0,51,12,12,,2.0999999,1,0,4.0360236,-2.0360236
240287,201301,20131,2013,1076,44,201207,105.61,115.53,99.239998,3,0,0,3,3,,0,5,1,3,9,1,50,44,3,3,1,1,3,3,1,5,5,1,11,0,1,16,11,5,52,86,3,51,14,55000,1,5,5,1,3,2,2,1,3,165000,1,5,,,63,1,1950,4,1,4,0,1,1,5,1,1,16,,,1,100,100,1,27,27,.75,.14,1.58,7.9000001,231.2,-19.93,3.4100001,0,0,0,0,-1,1,0,,1,0,0,1,3,5,1,1,-1,0,5.4718056,1,0,63,1950,0,0,1,0,0,0,1,1,0,0,0,0,1,,,1,100,1,27,1,-6.0300002,1,-17.57,3.8800001,13.3,.12,0,1,0,,3,,0,1,3,3,0,100,0,3,0,50,0,0,2,5,-2,1,0,-1,4.3400002,3.8800001,1,11,51,16,,2.0999999,1,0,4.3585291,-1.3585293
240150,201301,20131,2013,374,,,16.799999,2,26.309999,5,51,0,8,5,1,-1,5,5,5,5,5,56,0,3,5,3,1,2,2,1,1,1,5,61,0,1,16,0,1,16,0,1,20,16,70000,1,5,5,5,3,3,2,1,5,800000,1,5,,,49,8,1963,2,1,5,0,2,1,3,5,1,12,,,1,75,75,1,50,50,1.25,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,,-1,-1,-1,-1,-1,-1,-1,0,-1,0,2,1,-1,1,1,1,5.7129674,1,-1,49,1963,0,0,0,0,0,0,2,2,0,0,0,0,0,,,1,75,1,50,1,-4.0700002,1,-17.57,3.8800001,13.3,.12,0,0,1,,3,,0,1,1,1,0,0,2,3,50,0,2,0,1,,,,,,4.3400002,3.8800001,0,61,20,16,,2.0999999,1,0,4.2484055,-2.2484055
